,text,user,location
40," Έμαθε και ο κουμπάρος μου ότι αρρώστησα και ενδιαφέρθηκε...να ναι καλά! Τα πάντα με ρώτησε, τα συμπτώματα, αν θέλω να με πά…",apostolosa62,Δαφνη αντι Δαφνι
41," Έμαθε και ο κουμπάρος μου ότι αρρώστησα και ενδιαφέρθηκε...να ναι καλά! Τα πάντα με ρώτησε, τα συμπτώματα, αν θέλω να με πά…",Siapan76,Ελλάς
42," Έμαθε και ο κουμπάρος μου ότι αρρώστησα και ενδιαφέρθηκε...να ναι καλά! Τα πάντα με ρώτησε, τα συμπτώματα, αν θέλω να με πά…",prof_touristas,
43," Έμαθε και ο κουμπάρος μου ότι αρρώστησα και ενδιαφέρθηκε...να ναι καλά! Τα πάντα με ρώτησε, τα συμπτώματα, αν θέλω να με πά…",marilouzou,"Athens, Greece"
44, Μέχρι στιγμής η μόνη επίσημη ιατρική ανακοίνωση γ νοσηλευόμενο ασθενή π απ ότι φαίνεται προσποιήθηκε συμπτώματα μετά τν εμβο…,gdmn1973,"Gramos, Dytiki Makedonia"
45, Μέχρι στιγμής η μόνη επίσημη ιατρική ανακοίνωση γ νοσηλευόμενο ασθενή π απ ότι φαίνεται προσποιήθηκε συμπτώματα μετά τν εμβο…,anatrig1,
46,Μέχρι στιγμής η μόνη επίσημη ιατρική ανακοίνωση γ νοσηλευόμενο ασθενή π απ ότι φαίνεται προσποιήθηκε συμπτώματα μετ… ,loch_nerd,"Athens, Greece"
47," Έμαθε και ο κουμπάρος μου ότι αρρώστησα και ενδιαφέρθηκε...να ναι καλά! Τα πάντα με ρώτησε, τα συμπτώματα, αν θέλω να με πά…",ToucH_3D,
48," Έμαθε και ο κουμπάρος μου ότι αρρώστησα και ενδιαφέρθηκε...να ναι καλά! Τα πάντα με ρώτησε, τα συμπτώματα, αν θέλω να με πά…",G__Tak7,
49,"Πιθανόν να ήταν από κοβιντ, αφού είχε όλα τα συμπτώματα, αλλά τότε κάνεις δεν τα ήξερε. Ούτε καν τον κοβιντ δεν ήξε… ",Gian_Nis,Ελλάς
50," Α, και η ΕΔΕ απ'όσο διάβασα τουλάχιστον, δεν έχει καμία σχέση με τα αναφερόμενα συμπτώματά του, αλλά με… ",Magic_Tsatsara,Katw apo th muth sou
51, Επειδή  είχε  διαταχθεί ΕΔΕ πήγαινε  και  προφασιζόταν συμπτώματα.  Δεν θα μου  κάνει  εντύπωση αν τους τ… ,twopisces69,"ΑΤΗΕΝS, HELLAS"
52,"Θετικοί στον κορονοϊό αλλά χωρίς συμπτώματα, τρεις τρόφιμοι του Γηροκομείου Ναυπλίου  μέσω ",argolika_gr,Argolida
53,"Rapid test στο Νοσοκομείο Πρέβεζας για μαθητές Γυμνασίων και Λυκείων, που εμφανίζουν συμπτώματα ή έχουν εντολή γιατ… ",atpreveza,Preveza
54,  Τι θες να νιώθει μωρε ? Το πολύ πολύ ναχει ήπια συμπτώματα γρίπης.,LLenaat,Trieste FVG 
55,  να πας να κάνεις τεστ γιατί έχεις συμπτώματα,yioults1,"Λονδινο, Αμστερνταμ η Βερολίνο"
56, Να κάνω άλλη μια ερώτηση; Αυτό ισχύει για όσους νόσησαν ή και για όσους το πέρασαν ασυμπτωτικά ή με ελάχιστα συμπτώματα;,psarros541,
57, Μπορώ να αποδείξω ότι τα συμπτώματα που παρουσίαζε στο γηροκομείο ο πατέρας μου τα είχε από το 2014. Τουλάχιστον. Είναι προ…,tomstrong6,Greece tom.strong@hotmail.com
58,"Χωρίς αιτιολογία κύριε ;3 περιστατικά με συμπτώματα #Guillain_Barre""Αυτός είναι ο δεύτερος γιατρός που… ",KyriacosKy,
59,"Επιμένετε ακόμα κύριε μετά από 3 περιστατικά με συμπτώματα #Guillain_Barre στην δήλωση σας, αθώωση του ε… ",KyriacosKy,
60, Ερ.:-Πώς καταλάβατε ότι ασθενήσατε;Μιχάλης Καλογήρου: ΟΠαύλος Πολάκης μου συνέστησε να κάνω χρήση ενός οξύμετρου για…,Flusing2,
34, Ώπα έχουμε νικητή ...!!!! #coronavirus #Covid_19 ,WPuKA0gpQfbx12F,"Αίγιο, Ελλάς"
35, Ώπα έχουμε νικητή ...!!!! #coronavirus #Covid_19 ,_stevie,
36,Δεκαέξι νέα περιστατικά κορωνοϊού ανακοινώθηκαν στα κατεχόμενα #coronavirus ,briefcy,Cyprus
56,"Όπως αναφέραμε νωρίτερα το πρωί, στη Νάξο εντοπίστηκαν διψήφιος αριθμών θετικών κρουσμάτων στον κορονοϊό, και στην… ",Islandpressgr,"Νάξος, Ελλάς"
91, ΑΡΡΩΣΤΗΣΑΝΕ ΚΑΙ ΤΑ ...ΒΑΤΡΑΧΙΑ ΤΗΣ ΛΙΜΝΗΣ ΝΤΟΡΒΑΔΕΣ...   #Covid_19 #COVID19 #Corona #CoronavirusOutbreak #coronavirus ht…,PANGKAKISTOS,
149,Κορονοϊός: Πού εντοπίζονται τα σημερινά κρούσματα #COVID19greece #κορονοιος #coronavirus #Lockdown3 #κρουσματα… ,eretikos_gr,
153,ΓΕΜΑΤΑ ΚΟΡΩΝΑ ΙΟ ΤΑ ΒΙΒΛΙΑ ΤΩΝ ΒΙΒΛΙΟΘΗΚΩΝ  #Covid_19 #COVID19 #Corona #CoronavirusOutbreak #coronavirus ,PANGKAKISTOS,
188, Ακούστε τι ζούμε ένα χρόνο τώρα: Εργαζόμενη σε επιχείρηση ανεβάζει πυρετό.Κάνει (rapid) test &amp; βγαίνει θετική σε Covid-19. Την…,milti_adis,
192,Ακούστε τι ζούμε ένα χρόνο τώρα: Εργαζόμενη σε επιχείρηση ανεβάζει πυρετό.Κάνει (rapid) test &amp; βγαίνει θετική σε Co… ,gegenos,"Rethymno, Crete"
194,Έντεκα τα κρούσματα εδώ σε σχολική μονάδα! Έχετε γεια βρυσούλες! #Covid_19 #coronavirus #lockdown,evi2412,SAMOS
236, Στα 91 τεστ για #κορονοιος σήμερα τα 2 θετικά #coronavirus,kontoxwrianos,Μακεδονία
237,Στα 91 τεστ για #κορονοιος σήμερα τα 2 θετικά #coronavirus,mamounaki_,Αθηνα
387,Κρούσματα κορονοϊού στην Ιχθυόσκαλα Θεσσαλονίκης#COVID19greece #κορονοιος #coronavirus #Lockdown3 #κρουσματα… ,eretikos_gr,
478,#Θάσος: 25 παιδιά νοσούν από την μετάλλαξη του κορωνοϊού - Κλείσιμο των σχολείων ζητά ο δήμαρχος  #COVID19… ,bankingnewsgr,"Athens, Greece"
2,Πύργος: Επιβεβαίωση για το κρούσμα στο Δικαστικό Μέγαρο - Ανησυχία για τη διάδοση του κορωνοϊού… ,ilialive_gr,ilia greece
6,"Κλειστό για δεκαήμερο το 2ο Δημ. Σχολείο Ρόδου, μετά το κρούσμα σε μαθήτρια ",Tonis_skyrodos,
7,Κρούσμα covid στο 8ο Δημοτικό Σχολείο Τρίπολης -  ,drt915,Τρίπολη 
9,Κρούσμα κορωνοϊού στο 15ο Γυμνάσιο ΛάρισαςΗ Ενημέρωση στη Λάρισα και τη Θεσσαλία στο… ,LarisaCityNews,"Λαρισσός, Ελλάς"
11,Κρούσμα κορωνοϊού στο 15ο Γυμνάσιο ΛάρισαςΠερισσοτερα: Η Ενημέρωση από το Κέντρο της Ελλά… ,i_thessaly,Θεσσαλία
12,Πού καταγράφηκε το χθεσινό κρούσμα στην Καστοριά ,fouitgr,kastoria
13,Ρέθυμνο - Κρούσμα κορονοϊού στο τμήμα δοκίμων αστυφυλάκων #CreteDoc #Ειδήσεις ,CreteDoc,"Crete , Greece"
17,ΠΕΝΕΝ: Κρούσμα Κορονοϊού στο Νήσος Μύκονος  μέσω του χρήστη ,IkariakiRadio,Ikaria 
20,Κρούσμα κορονοϊού στο Νήσος Μύκονος  μέσω του χρήστη ,IkariakiRadio,Ikaria
30,Κρούσμα κορωνοϊού στο Τμήμα Δοκίμων Αστυφυλάκων στο Ρέθυμνο ,MICHAELBERTAKIS,Grecce Creta Chania
32,Covid-19: Νέο κρούσμα σε σχολείο της Ρόδου και σε δημοτικές υπηρεσίες  #ΚΟΡΩΝΟΪΌΣ #ΤΟΠΙΚΑ ,ParaponaRodou,Rhodes Greece
42,Νέο κρούσμα στον Ολυμπιακό  #Ολυμπιακος #Olympiacos,OlympiakosnewsG,
48," Αν δεν είχες, δε θα ήσουν καν κρούσμα. Κάτι θα έχεις...",thanasisfenakis,neogyrapis'
49,"Κρούσμα κορωνοϊού στη γυναικεία ομάδα βόλεϊ του Ολυμπιακού 23/02/2021, 20:24  #Ολυμπιακος #Olympiacos",OlympiakosnewsG,
50,Ένα νέο κρούσμα στην ομάδα βόλεϊ Γυναικών  #Ολυμπιακος #Olympiacos,OlympiakosnewsG,
51,Volley League Γυναικών: Νέο κρούσμα κορονοϊού στον Ολυμπιακό  #Ολυμπιακος #Olympiacos,OlympiakosnewsG,
53,Ένα νέο κρούσμα στην ομάδα βόλεϊ Γυναικών ,rednews7,Pireaus
54,ΑΘΛΗΤΙΣΜΟΣ¨ Volley League Γυναικών: Νέο κρούσμα κορονοϊού στον Ολυμπιακό: Volley League Γυναικών: Νέο κρούσμα κορον… ,ioannina24,Ioannina
56," Mπηκα σε καραντινα λογω επαφης με Κρουσμα να περιμενω να κανω test😳Στην δουλεια μου:ψεκι που δε φοραγε μασκα!Και ειπε ""…",mamba_aka,Greece
60,Volley League Γυναικών: Νέο κρούσμα κορονοϊού στον Ολυμπιακό  #Ολυμπιακος #Olympiacos,OlympiakosnewsG,
61,Mπηκα σε καραντινα λογω επαφης με Κρουσμα να περιμενω να κανω test😳Στην δουλεια μου:ψεκι που δε φοραγε μασκα!Και… ,SMP28861779,
62,"   Κι άλλο κρούσμα. Τι ελεγχόμενα που είναι τα social, από τη μια δεν αφήνουν να υ… ",tbickle1976,"London, Paris, Aspropyrgos"
66,Νέο θετικό κρούσμα στο τμήμα Γυναικών του Ολυμπιακού  #Ολυμπιακος #Olympiacos,OlympiakosnewsG,
67,Ένα νέο κρούσμα στην ομάδα βόλεϊ Γυναικών  #Ολυμπιακος #Olympiacos,OlympiakosnewsG,
70,23/2: Ένα νέο κρούσμα σήμερα στην Καστοριά – 18 στην Κοζάνη &amp; 6 στα Γρεβενά  via ,sentrakastoria,kastoria
77,Νέο κρούσμα κορωνοϊού έκλεισε σήμερα τμήμα σε Γυμνάσιο της Λάρισας ,TheNewspaper8,Ελλάς
79,Νέο κρούσμα κορωνοϊού έκλεισε σήμερα τμήμα σε Γυμνάσιο της Λάρισας ,ASTRATV1,Volos
80,Νέο κρούσμα κορωνοϊού έκλεισε σήμερα τμήμα σε Γυμνάσιο της Λάρισας,onlarissa,"larissa, thessaly"
81,Δήμος Ωρωπού: Κρούσμα κορονοϊού στην Κ.Ε.Δ.Ω. - Ενεργοποιήθηκε το υγειονομικό πρωτόκολλο ασφαλείας - OTA VOICE ,OTAVOICE2,"Attiki, Greece"
82,ΚΟΡΟΝΟΪΟΣ: ΑΚΟΜΗ ΕΝΑ ΘΕΤΙΚΟ ΚΡΟΥΣΜΑ ΣΕ ΣΟΥΠΕΡ ΜΑΡΚΕΤ  ,chiospress,chios
84,KOΡΟΝΟΪΟΣ: ΘΕΤΙΚΟ ΚΡΟΥΣΜΑ ΣΕ ΑΡΤΟΠΟΙΕΙΟ ΣΤΗ ΧΙΟ  ,chiospress,chios
86,Κρούσμα κορονοϊού στο 7ο Λύκειο Βόλου ,taxydromosvolos,Βόλος Ελλάδα
87,Κρούσμα κορωνοϊού στο 7ο ΓΕΛ Βόλου ,e_thessalia,"Volos, Greece"
88,Κορονοϊός: Κρούσμα σε εκπαιδευτικό του 4ου Δημοτικού Σχολείου Καβάλας. Ανησυχούν οι γονείς των μαθητών… ,kavalapostgr,"Kavala, Greece"
90,Συναγερμός στο Βενιζέλειο για κρούσμα κορoνοϊού στην Ογκολογική ,ThanosKor,Agios Nikolaos Creta Greece
91,Κρήτη – Συναγερμός στο Βενιζέλειο: Κρούσμα κορονοϊού στην ογκολογική -  - ,vimapress,Hellas
92,Ναύπακτος: Κρούσμα στο 3ο Γυμνάσιο ,Npressgr,Ελλάς
96,Νέο κρούσμα στο 4ο Δημοτικό Σχολείο Τρίπολης- Ποιά τμήματα κλείνουν -  ,drt915,Τρίπολη 
97,Συναγερμός στο Βενιζέλειο για κρούσμα κορoνοϊού στην Ογκολογική  ,foniengr,
98,Κρήτη: Κρούσμα κορονοϊού σε ασθενή της Ογκολογικής Κλινικής του Βενιζελείου  μέσω .gr,poluzoukaterina,Χανιά
99,Κρούσμα σε επιχείρηση της Ναυπάκτου- «Συναγερμός» για τους υπόλοιπους εργαζόμενους -  ,AgrinioNews,Agrinio
100,Κρήτη: Κρούσμα κορονοϊού σε ασθενή της Ογκολογικής Κλινικής του Βενιζελείου ,SporadesTv,sporades
101,Kορονοϊός: Συναγερμός στο Βενιζέλειο – Κρούσμα στην ογκολογική,themakriti,
102,Ηράκλειο: Θετικό κρούσμα σε νηπιαγωγείο – Σε καραντίνα το τμήμα!  ,VoucherErgasia,"Ηράκλειο, Ελλάς"
103,Κρούσμα κορωνοϊού στην ογκολογική στο Βενιζέλειο -  ,PatrasTimes,
104,Συναγερμός στο Βενιζέλειο για κρούσμα κορωνοϊού στην Ογκολογική ,GiorgosSahinis,
105,Συναγερμός στο Βενιζέλειο για κρούσμα στην Ογκολογική ,neakritigr,"Crete, Greece"
106,Στο Δήμο Γρεβενών το χθεσινό (Δευτέρα) κρούσμα-Πρόκειται για μια 75χρονη γυναίκα στο-δήμο-γρ… ,eGrevenaPortal,"Grevena, Greece"
107,  Εγώ πάντως είχα το κρούσμα στο σπίτι και δεν κόλλησα !!!,QuestoMagico,Athens Greece
108, Εγώ πάντως είχα το κρούσμα στο σπίτι και δεν κόλλησα !!!,aloufanpark,απαλλου
109,Ηράκλειο | Νεό κρούσμα κορωνοϊού στην Ογκολογική Κλινική του Βενιζέλειου  μέσω ,cna_gr,"Aghios Nikolaos, Crete"
110,Ηλεία: Κρούσμα Covid-19 και στο Εσπερινό του Πύργου ,SporadesTv,sporades
117,Σε αναστολή τμήμα προσφύγων στο Γυμνάσιο Κοιλάδας μετά από κρούσμα κορωνοϊού ,TheNewspaper8,Ελλάς
118,Καταγγελία για πλήρη αδιαφορία του ΕΟΔΥ σε κρούσμα κορονοϊού στη Ρόδο  #ΚΟΡΩΝΟΪΌΣ #ΤΟΠΙΚΑ ,ParaponaRodou,Rhodes Greece
119,Σε αναστολή τμήμα προσφύγων στο Γυμνάσιο Κοιλάδας μετά από κρούσμα κορωνοϊού,onlarissa,"larissa, thessaly"
120,Σε αναστολή τμήμα προσφύγων στο Γυμνάσιο Κοιλάδας μετά από κρούσμα κορωνοϊού ,ASTRATV1,Volos
123, άσε τις βλακείες και θα σε «χρεώσουν» ως κρούσμα 🤣,chrikoum,
124,"  ντροπή, αίσχος! Καθηγήτρια στο Λύκειο Σολέας χωρίς μάσκα στην τάξη! Σήμερα είναι θετικό κρο… ",andrioannou,
125,Νέο κρούσμα κορωνοϊού στο 1ο Γυμνάσιο Τρίπολης ,ArcadiaPortal,"Tripoli, Greece"
127,Απολύμανση στο Δημαρχείο Ηγουμενίτσας μετά από κρούσμα κορωνοϊού - ΕΝΗΜΕΡΩΣΗ On Line ,enimerosi_news,Corfu
128,"Χίος : Κλείνει προληπτικά το LIDL, μετά από κρούσμα κορωναϊού ",MikeArgi,Greece
130,Μοριακά τεστ σε μαθητές του 7ου Δημοτικού μετά από πιθανό νέο κρούσμα ,AlithiaChios,"Χίος, Ελλάς"
131,"Κλείνει προληπτικά το LIDL, μετά από κρούσμα κορωνοϊού  XIOS........",fafali110,
132," Όχι, φρόντιζε ομως για κάποιες μέρες τον πατέρα της που ηταν επιβεβαιωμένο κρούσμα. Δεν θα έπρεπε να βρίσκεται στο σχολικό....",loukrita,
135,"Κλείνει προληπτικά το LIDL, μετά από κρούσμα κορωνοϊού ",AlithiaChios,"Χίος, Ελλάς"
138,"Κρούσμα στο ΕΕΕΕΚ Αγ. Νικολάου:  Συνεχίζεται κανονικά η λειτουργία του σχολείου, σε καραντίνα επτά καθηγητές… ",MICHAELBERTAKIS,Grecce Creta Chania
141,"Κορονοϊός (22/2): 1 νέο κρούσμα στη Χίο, 880 πανελλαδικά, 346 διασωληνωμένοι, 24 θάνατοι  μέσω ",patridachios,"Χίος, Ελλάς"
142,Κορωνοϊός: Μόνο ένα κρούσμα σήμερα στις Κυκλάδες -  ,pstsgr,Greece
144,Ένα ‑επισήμως‑ νέο κρούσμα στη Λέσβο ,stonisigr,"Mytilini, Greece"
145,Μόλις...1 νέο κρούσμα κορονοιου σήμερα στην Λέσβο σύμφωνα με τον ΕΟΔΥ  ,LesvosPost,ΜΥΤΙΛΗΝΗ-ΛΕΣΒΟΣ
146,2 νέα κρούσμα στο ν. Λασιθίου ανακοίνωσε ο ΕΟΔΥ -  ,anatolhcom,Άγιος Νικόλαος Κρήτης
148,1 νέο κρούσμα στη Λέσβο . Κανένα σε Λήμνο και Άγιο Ευστράτιο ,lesvospen,"Λέσβος, Λήμνος&Άγιος Ευστάτιος"
151,Καταγγελία για πλήρη αδιαφορία του ΕΟΔΥ σε κρούσμα κορονοϊού στη Ρόδο ,SporadesTv,sporades
152,Τρίπολη: Τρίτο κρούσμα στο 1ο Ημερήσιο ΓΕΛ – Αναστολή λειτουργίας έως 3/3/21 ,SporadesTv,sporades
154,"Κρούσμα στο ΕΕΕΕΚ Αγ. Νικολάου:  Συνεχίζεται κανονικά η λειτουργία του σχολείου, σε καραντίνα επτά καθηγητές -… ",anatolhcom,Άγιος Νικόλαος Κρήτης
155, ΝΕΟΣ ΣΥΝΑΓΕΡΜΟΣ ΣΤΟ ΔΗΜΟ ΠΥΡΓΟΥ : Θετικός Αντιδήμαρχος - Νέα rapid test σε όλες τις υπηρεσίες του Δήμου: Άμεσα ήταν για ά…,2jkeg18On2y4aqw,Αμαλιαδα Ηλείας
157,ΝΕΟΣ ΣΥΝΑΓΕΡΜΟΣ ΣΤΟ ΔΗΜΟ ΠΥΡΓΟΥ : Θετικός Αντιδήμαρχος - Νέα rapid test σε όλες τις υπηρεσίες του Δήμου: Άμεσα ήταν… ,IlidakamposG,ΑΜΑΛΙΑΔΑ ΗΛΕΙΑΣ
158,Νέο κρούσμα μαθητή στο Πράβι. ,Paggaionet,Greece
159,ΗΠΕΙΡΟΣ-ΕΙΔΗΣΗ:  «Καθαρό» από κρούσματα το Υπνωτήριο Αστέγων: Από τον προληπτικό έλεγχο που διενεργήθηκε δεν προέκυ… ,ioannina24,Ioannina
160,Κέρκυρα: Κρούσμα σε δασκάλα της β’ τάξης του 6ου Δημοτικού Σχολείου. ,corfutvnews,"Κέρκυρα, Ελλάς"
161,Κρούσμα κορωνοϊού στο ΕΕΕΕΚ Αγίου Νικολάου |  ,radiolasithi923,"Ierapetra, Greece"
162,Κρούσμα σε δασκάλα της β' τάξης του  6ου Δημοτικού Σχολείου Κέρκυρας -  ,StartmediaCorfu,"Κέρκυρα, Ελλάς"
163,Κρούσμα κορωνοϊού σε μαθητή του 9ου Νηπιαγωγείου Νέας Ιωνίας ,ASTRATV1,Volos
168,Κρούσμα κορωνοϊού σε μαθητή του 9ου Νηπιαγωγείου Ν. Ιωνίας- Δεν λειτούργησε σήμερα το σχολείο ,magnesianews,Volos
170,Κρούσμα κορωνοϊού σε μαθητή του 9ου Νηπιαγωγείου Νέας Ιωνίας ,e_thessalia,"Volos, Greece"
173,Aναστολή λειτουργίας του 1ου ΓΕ.Λ.Τριπόλεως- Τρίτο κρούσμα στο ίδιο σχολείο -  ,drt915,Τρίπολη 
174,Κρούσμα κορωνοϊού στο ΕΕΕΕΚ Αγίου Νικολάου -  ,anatolhcom,Άγιος Νικόλαος Κρήτης
175,Επιβεβαιωμένο κρούσμα στο Ε.Ε.Ε.Ε.Κ. Αγίου Νικολάου  ,foniengr,
176,Επιβεβαιωμένο κρούσμα στο Ε.Ε.Ε.Ε.Κ. Αγίου Νικολάου ,ThanosKor,Agios Nikolaos Creta Greece
177,Πού καταγράφηκε το χθεσινό κρούσμα στην Καστοριά ,fouitgr,kastoria
179,Νέο κρούσμα κορωνοϊού στο 7ο Νηπιαγωγείο Τρίπολης ,ArcadiaPortal,"Tripoli, Greece"
180, Φύγε βρε ύποπτο κρούσμα 🤣😂🤣😂🤣😂 ,Glyka82,Thessaloniki
182, Κρούσμα Σε Μέλος Του Συμβουλίου Της Κοινότητας Ηγουμενίτσας Απολύμανση Στο Δημαρχείο,epirustvnews,
187,Στην Κρήτη 31 μαθητές διαφόρων τάξεων μπήκαν σε καραντίνα επειδή μετακινούνταν με το ίδιο λεωφορείο και εντοπίστηκε… ,skontras,
188,κρούσμα σε εταιρία κουριερ στην επαρχεία την Παρασκευή που έκανα παραλαβή από το γραφείο τους και το έμαθα από δημο… ,BarbaKotsos1,Ηράκλειο
190,ΚΡΟΥΣΜΑ ΣΤΟΝ ΔΗΜΟ ΡΟΔΟΥ!  #ΑΥΤΟΠΤΗΣ #ΚΟΡΩΝΟΪΌΣ #ΤΟΠΙΚΑ ,ParaponaRodou,Rhodes Greece
191,Κρούσμα κορονοϊού σε δημοτικό σχολείο - Θετική σχολική συνοδός -  ,irafinagr,
194,Κρούσμα κορωνοϊού στον Δήμο Ρόδου – μπήκαν σε καραντίνα ο αντιδήμαρχος Τηλέμαχος Καμπούρης και στελέχη οικονομικών… ,aegeanews,
197,Κορωνοϊός: Ένα νέο κρούσμα στην Ιθάκη-884 σε όλη τη χώρα ,ekefalonianet,KEFALONIA
